Program "PAW_protein_grouper.py" run on Tue Aug 29 11:02:42 2023


	=SUBTOTAL(109,B6:B5859)																					
1020	1	sp|P42225|STAT1_MOUSE	 	 	REV_Q8VD65, sp|P42225|STAT1_MOUSE	 	43.9	749	87196	Signal transducer and activator of transcription 1 OS=Mus musculus OX=10090 GN=Stat1 PE=1 SV=1	76	73	0.961	36	20	20	36	18	19	36.000	19.800	20.000
1021	1	sp|P42227|STAT3_MOUSE	 	 	 	 	6.6	770	88053	Signal transducer and activator of transcription 3 OS=Mus musculus OX=10090 GN=Stat3 PE=1 SV=2	6	6	1.000	2	3	1	2	3	1	2.000	3.000	1.000
1022	1	sp|P42232|STA5B_MOUSE	 	 	 	 	31.9	786	90001	Signal transducer and activator of transcription 5B OS=Mus musculus OX=10090 GN=Stat5b PE=1 SV=1	38	38	1.000	16	11	11	16	11	11	16.000	11.000	11.000
1023	1	sp|P42337|PK3CA_MOUSE	 	 	 	 	3.4	1068	124411	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform OS=Mus musculus OX=10090 GN=Pik3ca PE=1 SV=2	3	3	1.000	2	1	0	2	1	0	2.000	1.000	0.000
1024	1	sp|P42567|EPS15_MOUSE	 	 	 	 	33.0	897	98470	Epidermal growth factor receptor substrate 15 OS=Mus musculus OX=10090 GN=Eps15 PE=1 SV=1	31	31	1.000	18	6	7	18	6	7	18.000	6.000	7.000
1025	1	sp|P42669|PURA_MOUSE	 	 	sp|O35295|PURB_MOUSE, sp|P42669|PURA_MOUSE	 	47.4	321	34883	Transcriptional activator protein Pur-alpha OS=Mus musculus OX=10090 GN=Pura PE=1 SV=1	25	24	0.960	10	9	6	9	9	6	9.529	9.000	6.000
1026	1	sp|P42703|LIFR_MOUSE	 	 	 	 	8.3	1092	122572	Leukemia inhibitory factor receptor OS=Mus musculus OX=10090 GN=Lifr PE=1 SV=1	8	8	1.000	0	8	0	0	8	0	0.000	8.000	0.000
1027	1	sp|P42859|HD_MOUSE	 	 	 	 	4.6	3119	344686	Huntingtin OS=Mus musculus OX=10090 GN=Htt PE=1 SV=2	16	16	1.000	8	4	4	8	4	4	8.000	4.000	4.000
1028	1	sp|P42932|TCPQ_MOUSE	 	 	 	 	78.8	548	59555	T-complex protein 1 subunit theta OS=Mus musculus OX=10090 GN=Cct8 PE=1 SV=3	353	353	1.000	129	122	102	129	122	102	129.000	122.000	102.000
1029	1	sp|P43136|NR2F6_MOUSE	 	 	 	 	9.7	390	41968	Nuclear receptor subfamily 2 group F member 6 OS=Mus musculus OX=10090 GN=Nr2f6 PE=1 SV=2	5	5	1.000	1	2	2	1	2	2	1.000	2.000	2.000
1030	1	sp|P43247|MSH2_MOUSE	 	 	 	 	26.1	935	104150	DNA mismatch repair protein Msh2 OS=Mus musculus OX=10090 GN=Msh2 PE=1 SV=1	34	34	1.000	14	12	8	14	12	8	14.000	12.000	8.000
1031	1	sp|P43274|H14_MOUSE	 	 	sp|P15864|H12_MOUSE, sp|P43274|H14_MOUSE, sp|P43275|H11_MOUSE, sp|P43276|H15_MOUSE, sp|P43277|H13_MOUSE	 	48.4	219	21977	Histone H1.4 OS=Mus musculus OX=10090 GN=H1-4 PE=1 SV=2	155	23	0.148	74	36	45	11	6	6	32.518	15.604	19.980
1032	1	sp|P43275|H11_MOUSE	 	 	sp|P15864|H12_MOUSE, sp|P43274|H14_MOUSE, sp|P43275|H11_MOUSE, sp|P43276|H15_MOUSE, sp|P43277|H13_MOUSE	 	31.0	213	21785	Histone H1.1 OS=Mus musculus OX=10090 GN=H1-1 PE=1 SV=2	59	21	0.356	39	9	11	14	4	3	21.836	4.952	4.277
1033	1	sp|P43276|H15_MOUSE	 	 	sp|P15864|H12_MOUSE, sp|P43274|H14_MOUSE, sp|P43275|H11_MOUSE, sp|P43276|H15_MOUSE, sp|P43277|H13_MOUSE	 	42.2	223	22576	Histone H1.5 OS=Mus musculus OX=10090 GN=H1-5 PE=1 SV=2	125	55	0.440	54	33	38	26	17	12	40.514	25.540	24.850
1034	1	sp|P43277|H13_MOUSE	 	 	sp|P15864|H12_MOUSE, sp|P43274|H14_MOUSE, sp|P43275|H11_MOUSE, sp|P43276|H15_MOUSE, sp|P43277|H13_MOUSE	 	52.5	221	22099	Histone H1.3 OS=Mus musculus OX=10090 GN=H1-3 PE=1 SV=2	161	4	0.025	78	39	44	2	2	0	7.770	6.474	0.000
1035	1	sp|P43346|DCK_MOUSE	 	 	 	 	23.8	260	30367	Deoxycytidine kinase OS=Mus musculus OX=10090 GN=Dck PE=1 SV=1	7	7	1.000	5	1	1	5	1	1	5.000	1.000	1.000
1036	1	sp|P43406|ITAV_MOUSE	 	 	 	 	34.1	1044	115359	Integrin alpha-V OS=Mus musculus OX=10090 GN=Itgav PE=1 SV=2	51	51	1.000	30	13	8	30	13	8	30.000	13.000	8.000
1037	1	sp|P45376|ALDR_MOUSE	 	 	sp|P45376|ALDR_MOUSE, sp|P45377|ALD2_MOUSE	 	69.0	316	35732	Aldo-keto reductase family 1 member B1 OS=Mus musculus OX=10090 GN=Akr1b1 PE=1 SV=3	84	82	0.976	41	22	21	39	22	21	40.857	22.000	21.000
1038	1	sp|P45377|ALD2_MOUSE	 	 	sp|P45376|ALDR_MOUSE, sp|P45377|ALD2_MOUSE	 	32.9	316	36120	Aldose reductase-related protein 2 OS=Mus musculus OX=10090 GN=Akr1b8 PE=1 SV=2	10	8	0.800	5	2	3	3	2	3	3.143	2.000	3.000
1039	1	sp|P45481|CBP_MOUSE	 	 	sp|B2RWS6|EP300_MOUSE, sp|P45481|CBP_MOUSE, sp|Q64127|TIF1A_MOUSE	 	3.7	2441	265491	Histone lysine acetyltransferase CREBBP OS=Mus musculus OX=10090 GN=Crebbp PE=1 SV=3	8	4	0.500	1	6	1	0	4	0	0.500	5.244	0.500
1040	1	sp|P45591|COF2_MOUSE	 	 	sp|P18760|COF1_MOUSE, sp|P45591|COF2_MOUSE, sp|Q9R0P5|DEST_MOUSE	 	77.1	166	18709	Cofilin-2 OS=Mus musculus OX=10090 GN=Cfl2 PE=1 SV=1	70	46	0.657	34	23	13	23	15	8	25.130	16.641	8.497
1041	1	sp|P45878|FKBP2_MOUSE	 	 	 	 	62.9	140	15344	Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Mus musculus OX=10090 GN=Fkbp2 PE=1 SV=1	23	23	1.000	10	8	5	10	8	5	10.000	8.000	5.000
1042	1	sp|P45952|ACADM_MOUSE	 	 	 	 	39.2	421	46481	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Acadm PE=1 SV=1	51	51	1.000	20	19	12	20	19	12	20.000	19.000	12.000
1043	1	sp|P46061|RAGP1_MOUSE	 	 	 	 	51.1	589	63530	Ran GTPase-activating protein 1 OS=Mus musculus OX=10090 GN=Rangap1 PE=1 SV=2	83	83	1.000	34	24	25	34	24	25	34.000	24.000	25.000
1044	1	sp|P46062|SIPA1_MOUSE	 	 	 	 	4.1	1037	112065	Signal-induced proliferation-associated protein 1 OS=Mus musculus OX=10090 GN=Sipa1 PE=1 SV=2	8	8	1.000	2	4	2	2	4	2	2.000	4.000	2.000
1045	1	sp|P46414|CDN1B_MOUSE	 	 	 	 	48.7	197	22193	Cyclin-dependent kinase inhibitor 1B OS=Mus musculus OX=10090 GN=Cdkn1b PE=1 SV=2	22	22	1.000	6	12	4	6	12	4	6.000	12.000	4.000
1046	1	sp|P46425|GSTP2_MOUSE	 	 	sp|P19157|GSTP1_MOUSE, sp|P46425|GSTP2_MOUSE, tr|F6RWR5|F6RWR5_MOUSE	 	55.2	210	23537	Glutathione S-transferase P 2 OS=Mus musculus OX=10090 GN=Gstp2 PE=1 SV=2	112	7	0.062	54	31	27	1	4	2	2.231	8.627	4.626
1047	1	sp|P46460|NSF_MOUSE	 	 	sp|O54941|SMCE1_MOUSE, sp|P46460|NSF_MOUSE	 	37.5	744	82613	Vesicle-fusing ATPase OS=Mus musculus OX=10090 GN=Nsf PE=1 SV=2	53	51	0.962	25	18	10	24	17	10	24.585	17.548	10.000
1048	1	sp|P46467|VPS4B_MOUSE	 	 	sp|P46467|VPS4B_MOUSE, sp|Q8BPY9|FIGL1_MOUSE, sp|Q8VEJ9|VPS4A_MOUSE	 	57.0	444	49419	Vacuolar protein sorting-associated protein 4B OS=Mus musculus OX=10090 GN=Vps4b PE=1 SV=2	42	22	0.524	22	15	5	10	10	2	22.000	13.791	4.000
1049	1	sp|P46471|PRS7_MOUSE	 	 	 	 	72.7	433	48647	26S proteasome regulatory subunit 7 OS=Mus musculus OX=10090 GN=Psmc2 PE=1 SV=5	182	182	1.000	89	45	48	89	45	48	89.000	45.000	48.000
1050	1	sp|P46638|RB11B_MOUSE	 	 	 	 	62.8	218	24489	Ras-related protein Rab-11B OS=Mus musculus OX=10090 GN=Rab11b PE=1 SV=3	92	92	1.000	39	24	29	39	24	29	39.000	24.000	29.000
1051	1	sp|P46660|AINX_MOUSE	 	 	sp|P03995|GFAP_MOUSE, sp|P08551|NFL_MOUSE, sp|P08553|NFM_MOUSE, sp|P19246|NFH_MOUSE, sp|P20152|VIME_MOUSE, sp|P31001|DESM_MOUSE, sp|P46660|AINX_MOUSE	 	27.1	501	55382	Alpha-internexin OS=Mus musculus OX=10090 GN=Ina PE=1 SV=3	39	12	0.308	14	17	8	2	9	1	2.122	9.593	2.144
1052	1	sp|P46662|MERL_MOUSE	 	 	sp|P26040|EZRI_MOUSE, sp|P26041|MOES_MOUSE, sp|P26043|RADI_MOUSE, sp|P46662|MERL_MOUSE	 	17.3	596	69775	Merlin OS=Mus musculus OX=10090 GN=Nf2 PE=1 SV=2	17	14	0.824	4	6	7	4	5	5	4.000	5.019	5.040
1053	1	sp|P46664|PURA2_MOUSE	 	 	sp|P28650|PURA1_MOUSE, sp|P46664|PURA2_MOUSE	 	42.3	456	50020	Adenylosuccinate synthetase isozyme 2 OS=Mus musculus OX=10090 GN=Adss2 PE=1 SV=2	35	33	0.943	18	11	6	17	10	6	17.944	10.909	6.000
1054	1	sp|P46718|PDCD2_MOUSE	 	 	 	 	19.0	343	38341	Programmed cell death protein 2 OS=Mus musculus OX=10090 GN=Pdcd2 PE=2 SV=2	15	15	1.000	6	5	4	6	5	4	6.000	5.000	4.000
1055	1	sp|P46735|MYO1B_MOUSE	 	 	 	 	43.6	1107	128562	Unconventional myosin-Ib OS=Mus musculus OX=10090 GN=Myo1b PE=1 SV=3	152	152	1.000	62	39	51	62	39	51	62.000	39.000	51.000
1056	1	sp|P46737|BRCC3_MOUSE	 	 	 	 	38.1	291	33340	Lys-63-specific deubiquitinase BRCC36 OS=Mus musculus OX=10090 GN=Brcc3 PE=1 SV=1	18	18	1.000	9	5	4	9	5	4	9.000	5.000	4.000
1058	1	sp|P46938|YAP1_MOUSE	 	 	 	 	33.6	488	52383	Transcriptional coactivator YAP1 OS=Mus musculus OX=10090 GN=Yap1 PE=1 SV=2	17	17	1.000	6	6	5	6	6	5	6.000	6.000	5.000
1059	1	sp|P46978|STT3A_MOUSE	 	 	sp|P46978|STT3A_MOUSE, sp|Q3TDQ1|STT3B_MOUSE	 	24.5	705	80597	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A OS=Mus musculus OX=10090 GN=Stt3a PE=1 SV=1	45	44	0.978	15	18	12	15	17	12	15.000	17.708	12.000
1060	1	sp|P47199|QOR_MOUSE	 	 	 	 	60.4	331	35268	Quinone oxidoreductase OS=Mus musculus OX=10090 GN=Cryz PE=1 SV=1	65	65	1.000	23	21	21	23	21	21	23.000	21.000	21.000
1061	1	sp|P47713|PA24A_MOUSE	 	 	 	 	5.1	748	85221	Cytosolic phospholipase A2 OS=Mus musculus OX=10090 GN=Pla2g4a PE=1 SV=1	5	5	1.000	3	1	1	3	1	1	3.000	1.000	1.000
1062	1	sp|P47738|ALDH2_MOUSE	 	 	sp|O35945|AL1A7_MOUSE, sp|P24549|AL1A1_MOUSE, sp|P47738|ALDH2_MOUSE, sp|Q62148|AL1A2_MOUSE, sp|Q9CZS1|AL1B1_MOUSE, sp|Q9JHW9|AL1A3_MOUSE	 	63.2	519	56537	Aldehyde dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Aldh2 PE=1 SV=1	82	72	0.878	38	27	17	35	23	14	35.319	24.451	14.339
1063	1	sp|P47740|AL3A2_MOUSE	 	 	 	 	15.1	484	53970	Aldehyde dehydrogenase family 3 member A2 OS=Mus musculus OX=10090 GN=Aldh3a2 PE=1 SV=2	12	12	1.000	6	2	4	6	2	4	6.000	2.000	4.000
1064	1	sp|P47753|CAZA1_MOUSE	 	 	sp|P47753|CAZA1_MOUSE, sp|P47754|CAZA2_MOUSE	 	68.9	286	32939	F-actin-capping protein subunit alpha-1 OS=Mus musculus OX=10090 GN=Capza1 PE=1 SV=4	56	48	0.857	25	16	15	21	13	14	22.647	14.258	14.438
1065	1	sp|P47754|CAZA2_MOUSE	 	 	sp|P47753|CAZA1_MOUSE, sp|P47754|CAZA2_MOUSE	 	73.4	286	32967	F-actin-capping protein subunit alpha-2 OS=Mus musculus OX=10090 GN=Capza2 PE=1 SV=3	74	66	0.892	34	21	19	30	18	18	32.353	19.742	18.562
1066	1	sp|P47757|CAPZB_MOUSE	 	 	 	 	56.3	277	31345	F-actin-capping protein subunit beta OS=Mus musculus OX=10090 GN=Capzb PE=1 SV=3	68	68	1.000	29	20	19	29	20	19	29.000	20.000	19.000
1067	1	sp|P47758|SRPRB_MOUSE	 	 	 	 	40.9	269	29579	Signal recognition particle receptor subunit beta OS=Mus musculus OX=10090 GN=Srprb PE=1 SV=1	32	32	1.000	12	10	10	12	10	10	12.000	10.000	10.000
1068	1	sp|P47791|GSHR_MOUSE	 	 	 	 	38.0	500	53662	Glutathione reductase, mitochondrial OS=Mus musculus OX=10090 GN=Gsr PE=1 SV=3	40	40	1.000	15	13	12	15	13	12	15.000	13.000	12.000
1069	1	sp|P47802|MTX1_MOUSE	 	 	 	 	28.4	317	35623	Metaxin-1 OS=Mus musculus OX=10090 GN=Mtx1 PE=1 SV=1	21	21	1.000	3	9	9	3	9	9	3.000	9.000	9.000
1070	1	sp|P47809|MP2K4_MOUSE	 	 	 	 	50.1	397	44113	Dual specificity mitogen-activated protein kinase kinase 4 OS=Mus musculus OX=10090 GN=Map2k4 PE=1 SV=2	34	34	1.000	15	11	8	15	11	8	15.000	11.000	8.000
1071	1	sp|P47811|MK14_MOUSE	 	 	sp|O08911|MK12_MOUSE, sp|P47811|MK14_MOUSE, sp|Q6PDN3|MYLK_MOUSE, sp|Q91Y86|MK08_MOUSE, sp|Q9WTU6|MK09_MOUSE	 	30.6	360	41287	Mitogen-activated protein kinase 14 OS=Mus musculus OX=10090 GN=Mapk14 PE=1 SV=3	16	14	0.875	7	5	4	6	5	3	6.462	5.000	3.750
1072	1	sp|P47856|GFPT1_MOUSE	 	 	 	 	32.9	697	78538	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Mus musculus OX=10090 GN=Gfpt1 PE=1 SV=3	41	41	1.000	14	16	11	14	16	11	14.000	16.000	11.000
1073	1	sp|P47857|PFKAM_MOUSE	 	 	sp|P12382|PFKAL_MOUSE, sp|P27641|XRCC5_MOUSE, sp|P47857|PFKAM_MOUSE, sp|Q9WUA3|PFKAP_MOUSE	 	19.1	780	85268	ATP-dependent 6-phosphofructokinase, muscle type OS=Mus musculus OX=10090 GN=Pfkm PE=1 SV=3	33	15	0.455	11	11	11	7	4	4	7.496	5.014	5.023
1074	1	sp|P47867|SCG3_MOUSE	 	 	 	 	8.5	471	53326	Secretogranin-3 OS=Mus musculus OX=10090 GN=Scg3 PE=1 SV=1	3	3	1.000	0	3	0	0	3	0	0.000	3.000	0.000
1075	1	sp|P47877|IBP2_MOUSE	 	 	 	 	21.3	305	32846	Insulin-like growth factor-binding protein 2 OS=Mus musculus OX=10090 GN=Igfbp2 PE=2 SV=2	7	7	1.000	3	3	1	3	3	1	3.000	3.000	1.000
1076	1	sp|P47911|RL6_MOUSE	 	 	 	 	50.0	296	33509	60S ribosomal protein L6 OS=Mus musculus OX=10090 GN=Rpl6 PE=1 SV=3	129	129	1.000	60	37	32	60	37	32	60.000	37.000	32.000
1077	1	sp|P47915|RL29_MOUSE	 	 	 	 	26.2	160	17587	60S ribosomal protein L29 OS=Mus musculus OX=10090 GN=Rpl29 PE=1 SV=2	19	19	1.000	9	4	6	9	4	6	9.000	4.000	6.000
1078	1	sp|P47941|CRKL_MOUSE	 	 	 	 	58.7	303	33830	Crk-like protein OS=Mus musculus OX=10090 GN=Crkl PE=1 SV=2	46	46	1.000	24	9	13	24	9	13	24.000	9.000	13.000
1079	1	sp|P47955|RLA1_MOUSE	 	 	 	 	80.7	114	11475	60S acidic ribosomal protein P1 OS=Mus musculus OX=10090 GN=Rplp1 PE=1 SV=1	33	33	1.000	16	9	8	16	9	8	16.000	9.000	8.000
1080	1	sp|P47962|RL5_MOUSE	 	 	 	 	69.0	297	34400	60S ribosomal protein L5 OS=Mus musculus OX=10090 GN=Rpl5 PE=1 SV=3	232	232	1.000	81	74	77	81	74	77	81.000	74.000	77.000
1081	1	sp|P47963|RL13_MOUSE	 	 	 	 	47.9	211	24305	60S ribosomal protein L13 OS=Mus musculus OX=10090 GN=Rpl13 PE=1 SV=3	115	115	1.000	42	30	43	42	30	43	42.000	30.000	43.000
1082	1	sp|P47964|RL36_MOUSE	 	 	 	 	42.9	105	12254	60S ribosomal protein L36 OS=Mus musculus OX=10090 GN=Rpl36 PE=1 SV=3	34	34	1.000	15	12	7	15	12	7	15.000	12.000	7.000
1083	1	sp|P47968|RPIA_MOUSE	 	 	 	 	19.1	303	32451	Ribose-5-phosphate isomerase OS=Mus musculus OX=10090 GN=Rpia PE=1 SV=2	7	7	1.000	2	3	2	2	3	2	2.000	3.000	2.000
1084	1	sp|P48024|EIF1_MOUSE	 	 	sp|P48024|EIF1_MOUSE, sp|Q9CXU9|EIF1B_MOUSE	 	61.9	113	12746	Eukaryotic translation initiation factor 1 OS=Mus musculus OX=10090 GN=Eif1 PE=1 SV=2	39	7	0.179	22	10	7	4	3	0	14.286	7.200	0.000
1085	1	sp|P48036|ANXA5_MOUSE	 	 	sp|P14824|ANXA6_MOUSE, sp|P48036|ANXA5_MOUSE	 	74.0	319	35752	Annexin A5 OS=Mus musculus OX=10090 GN=Anxa5 PE=1 SV=1	87	85	0.977	39	24	24	38	24	23	38.319	24.000	23.288
1086	1	sp|P48193|EPB41_MOUSE	 	 	sp|O70318|E41L2_MOUSE, sp|P48193|EPB41_MOUSE, sp|Q9WV92|E41L3_MOUSE, sp|Q9Z2H5|E41L1_MOUSE	 	56.6	858	95910	Protein 4.1 OS=Mus musculus OX=10090 GN=Epb41 PE=1 SV=2	155	117	0.755	59	51	45	46	37	34	52.747	43.725	39.052
1087	1	sp|P48302|EDNRB_MOUSE	 	 	 	 	5.2	442	49560	Endothelin receptor type B OS=Mus musculus OX=10090 GN=Ednrb PE=2 SV=1	3	3	1.000	2	1	0	2	1	0	2.000	1.000	0.000
1088	1	sp|P48381|RFX3_MOUSE	 	 	 	 	3.2	749	83511	Transcription factor RFX3 OS=Mus musculus OX=10090 GN=Rfx3 PE=1 SV=2	2	2	1.000	0	0	2	0	0	2	0.000	0.000	2.000
1089	1	sp|P48428|TBCA_MOUSE	 	 	 	 	67.6	108	12758	Tubulin-specific chaperone A OS=Mus musculus OX=10090 GN=Tbca PE=1 SV=3	83	83	1.000	29	27	27	29	27	27	29.000	27.000	27.000
1090	1	sp|P48437|PROX1_MOUSE	 	 	 	 	46.4	737	83125	Prospero homeobox protein 1 OS=Mus musculus OX=10090 GN=Prox1 PE=1 SV=2	72	72	1.000	38	19	15	38	19	15	38.000	19.000	15.000
1091	1	sp|P48453|PP2BB_MOUSE	 	 	sp|P48453|PP2BB_MOUSE, sp|P62137|PP1A_MOUSE, sp|P62141|PP1B_MOUSE, sp|P63087|PP1G_MOUSE, sp|P63328|PP2BA_MOUSE	 	35.6	525	59173	Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform OS=Mus musculus OX=10090 GN=Ppp3cb PE=1 SV=2	33	8	0.242	15	8	10	4	2	2	6.474	2.694	3.455
1092	1	sp|P48678|LMNA_MOUSE	 	 	sp|P14733|LMNB1_MOUSE, sp|P21619|LMNB2_MOUSE, sp|P48678|LMNA_MOUSE	 	50.1	665	74237	Prelamin-A/C OS=Mus musculus OX=10090 GN=Lmna PE=1 SV=2	75	73	0.973	28	29	18	28	29	16	28.000	29.000	16.317
1093	1	sp|P48722|HS74L_MOUSE	 	 	sp|P48722|HS74L_MOUSE, sp|Q61316|HSP74_MOUSE, sp|Q61699|HS105_MOUSE	 	63.6	838	94381	Heat shock 70 kDa protein 4L OS=Mus musculus OX=10090 GN=Hspa4l PE=1 SV=2	123	108	0.878	46	45	32	39	40	29	40.242	41.008	29.758
1094	1	sp|P48725|PCNT_MOUSE	 	 	 	 	4.3	2898	329461	Pericentrin OS=Mus musculus OX=10090 GN=Pcnt PE=1 SV=2	11	11	1.000	4	6	1	4	6	1	4.000	6.000	1.000
1095	1	sp|P48758|CBR1_MOUSE	 	 	 	 	71.5	277	30641	Carbonyl reductase [NADPH] 1 OS=Mus musculus OX=10090 GN=Cbr1 PE=1 SV=3	78	78	1.000	42	18	18	42	18	18	42.000	18.000	18.000
1096	1	sp|P48771|CX7A2_MOUSE	 	 	 	 	27.7	83	9291	Cytochrome c oxidase subunit 7A2, mitochondrial OS=Mus musculus OX=10090 GN=Cox7a2 PE=1 SV=2	19	19	1.000	10	5	4	10	5	4	10.000	5.000	4.000
1097	1	sp|P48774|GSTM5_MOUSE	 	 	sp|P10649|GSTM1_MOUSE, sp|P15626|GSTM2_MOUSE, sp|P48774|GSTM5_MOUSE, sp|Q80W21|GSTM7_MOUSE, sp|Q8R5I6|GSTM4_MOUSE	 	86.2	224	26635	Glutathione S-transferase Mu 5 OS=Mus musculus OX=10090 GN=Gstm5 PE=1 SV=1	98	87	0.888	40	24	34	34	22	31	36.701	22.802	32.498
1099	1	sp|P49070|CAMLG_MOUSE	 	 	 	 	14.3	294	32542	Guided entry of tail-anchored proteins factor CAMLG OS=Mus musculus OX=10090 GN=Camlg PE=1 SV=2	4	4	1.000	3	0	1	3	0	1	3.000	0.000	1.000
1100	1	sp|P49138|MAPK2_MOUSE	 	 	 	 	13.0	386	44049	MAP kinase-activated protein kinase 2 OS=Mus musculus OX=10090 GN=Mapkapk2 PE=1 SV=2	9	9	1.000	3	4	2	3	4	2	3.000	4.000	2.000
1101	1	sp|P49194|RET3_MOUSE	 	 	 	 	37.6	1234	134450	Retinol-binding protein 3 OS=Mus musculus OX=10090 GN=Rbp3 PE=2 SV=3	56	56	1.000	26	22	8	26	22	8	26.000	22.000	8.000
1102	1	sp|P49312|ROA1_MOUSE	 	 	sp|O88569|ROA2_MOUSE, sp|P49312|ROA1_MOUSE, sp|Q8BG05|ROA3_MOUSE, sp|Q9CX86|ROA0_MOUSE	 	66.6	320	34196	Heterogeneous nuclear ribonucleoprotein A1 OS=Mus musculus OX=10090 GN=Hnrnpa1 PE=1 SV=2	220	184	0.836	85	72	63	66	64	54	71.700	67.025	58.542
1103	1	sp|P49442|INPP_MOUSE	 	 	 	 	11.6	396	43346	Inositol polyphosphate 1-phosphatase OS=Mus musculus OX=10090 GN=Inpp1 PE=1 SV=2	5	5	1.000	3	2	0	3	2	0	3.000	2.000	0.000
1104	1	sp|P49443|PPM1A_MOUSE	 	 	 	 	25.7	382	42432	Protein phosphatase 1A OS=Mus musculus OX=10090 GN=Ppm1a PE=1 SV=1	21	21	1.000	6	9	6	6	9	6	6.000	9.000	6.000
1105	1	sp|P49446|PTPRE_MOUSE	 	 	sp|P18052|PTPRA_MOUSE, sp|P49446|PTPRE_MOUSE	 	3.6	699	80687	Receptor-type tyrosine-protein phosphatase epsilon OS=Mus musculus OX=10090 GN=Ptpre PE=1 SV=3	5	1	0.200	2	2	1	1	0	0	1.071	0.000	0.000
1106	1	sp|P49452|CENPC_MOUSE	 	 	 	 	3.1	906	102153	Centromere protein C OS=Mus musculus OX=10090 GN=Cenpc PE=1 SV=2	3	3	1.000	0	2	1	0	2	1	0.000	2.000	1.000
1107	1	sp|P49586|PCY1A_MOUSE	 	 	sp|P49586|PCY1A_MOUSE, sp|Q811Q9|PCY1B_MOUSE	 	22.6	367	41666	Choline-phosphate cytidylyltransferase A OS=Mus musculus OX=10090 GN=Pcyt1a PE=1 SV=1	11	7	0.636	4	6	1	2	4	1	4.000	5.333	1.000
1108	1	sp|P49615|CDK5_MOUSE	 	 	sp|P11440|CDK1_MOUSE, sp|P21803|FGFR2_MOUSE, sp|P25911|LYN_MOUSE, sp|P30285|CDK4_MOUSE, sp|P49615|CDK5_MOUSE, sp|P97377|CDK2_MOUSE, sp|Q04735|CDK16_MOUSE, sp|Q04736|YES_MOUSE, sp|Q14AX6|CDK12_MOUSE, sp|Q61851|FGFR3_MOUSE, sp|Q64261|CDK6_MOUSE, sp|Q69ZA1|CDK13_MOUSE, sp|Q99J95|CDK9_MOUSE	 	43.8	292	33288	Cyclin-dependent kinase 5 OS=Mus musculus OX=10090 GN=Cdk5 PE=1 SV=1	31	26	0.839	14	11	6	12	10	4	12.423	10.211	4.423
1109	1	sp|P49717|MCM4_MOUSE	 	 	 	 	35.4	862	96735	DNA replication licensing factor MCM4 OS=Mus musculus OX=10090 GN=Mcm4 PE=1 SV=1	51	51	1.000	22	12	17	22	12	17	22.000	12.000	17.000
1110	1	sp|P49718|MCM5_MOUSE	 	 	sp|P25206|MCM3_MOUSE, sp|P49718|MCM5_MOUSE	 	40.9	734	82406	DNA replication licensing factor MCM5 OS=Mus musculus OX=10090 GN=Mcm5 PE=1 SV=2	62	60	0.968	27	20	15	25	20	15	25.893	20.000	15.000
1111	1	sp|P49722|PSA2_MOUSE	 	 	 	 	66.7	234	25926	Proteasome subunit alpha type-2 OS=Mus musculus OX=10090 GN=Psma2 PE=1 SV=3	122	122	1.000	51	44	27	51	44	27	51.000	44.000	27.000
1112	1	sp|P49769|PSN1_MOUSE	 	 	 	 	9.4	467	52639	Presenilin-1 OS=Mus musculus OX=10090 GN=Psen1 PE=1 SV=1	2	2	1.000	0	2	0	0	2	0	0.000	2.000	0.000
1113	1	sp|P49813|TMOD1_MOUSE	 	 	sp|P49813|TMOD1_MOUSE, sp|Q9JHJ0|TMOD3_MOUSE, sp|Q9JKK7|TMOD2_MOUSE	 	61.8	359	40466	Tropomodulin-1 OS=Mus musculus OX=10090 GN=Tmod1 PE=1 SV=2	48	44	0.917	21	14	13	19	13	12	19.974	13.481	12.480
1114	1	sp|P49817|CAV1_MOUSE	 	 	 	 	10.7	178	20538	Caveolin-1 OS=Mus musculus OX=10090 GN=Cav1 PE=1 SV=1	4	4	1.000	1	2	1	1	2	1	1.000	2.000	1.000
1115	1	sp|P49919|CDN1C_MOUSE	 	 	 	 	35.3	348	37371	Cyclin-dependent kinase inhibitor 1C OS=Mus musculus OX=10090 GN=Cdkn1c PE=1 SV=2	25	25	1.000	13	6	6	13	6	6	13.000	6.000	6.000
1116	1	sp|P49962|SRP09_MOUSE	 	 	 	 	44.2	86	10194	Signal recognition particle 9 kDa protein OS=Mus musculus OX=10090 GN=Srp9 PE=1 SV=2	17	17	1.000	7	5	5	7	5	5	7.000	5.000	5.000
1117	1	sp|P50096|IMDH1_MOUSE	 	 	sp|P24547|IMDH2_MOUSE, sp|P50096|IMDH1_MOUSE	 	17.3	514	55278	Inosine-5'-monophosphate dehydrogenase 1 OS=Mus musculus OX=10090 GN=Impdh1 PE=1 SV=2	19	11	0.579	8	6	5	5	4	2	5.375	4.364	2.400
